Faixa,CA,Processo,Coordenador,Instituição,UF,Região,Recomendação CA,Aprovação,Custeio.Aprov,Capital.Aprov,Bolsas.Aprov,Total.Aprovado
Faixa B,AE,406013/2023-3,Erlaine Binotto,UFGD,MS,CO,Recomendada,Aprovada,25000,25000,3900,53900
Faixa B,AE,421843/2023-3,Cristina Dai Pra Martens,UNINOVE,SP,SE,Recomendada,Aprovada,21000,7900,43680,72580
Faixa B,AE,402048/2023-7,Flaviano Costa,UFPR,PR,SU,Recomendada,Aprovada,64280,0,0,64280
Faixa B,AE,405058/2023-3,Bruno Felix Guilherme de Araujo,FUCAPE,ES,SE,Recomendada,Aprovada,40000,8100,0,48100
Faixa B,AE,421869/2023-2,Emanuel Augusto Rodrigues Ornelas,CEPR,SP,SE,Recomendada,Aprovada,17000,0,23400,40400
Faixa B,AE,406652/2023-6,Cristiana Fernandes de Muylder,FUMEC,MG,SE,Recomendada,Aprovada,60000,0,0,60000
Faixa B,AE,402519/2023-0,Raydonal Ospina Martinez,UFBA,BA,NE,Recomendada,Aprovada,26000,20000,0,46000
Faixa B,AE,420697/2023-3,Edilson Paulo,UFSC,SC,SU,Recomendada,Aprovada,60000,30000,0,90000
Faixa B,AE,406420/2023-8,Marcio Lopes Pimenta,UFU,MG,SE,Recomendada,Aprovada,30000,10000,0,40000
Faixa B,AE,408262/2023-0,Carlo Gabriel Porto Bellini,UFPB,PB,NE,Recomendada,Aprovada,60000,30000,0,90000
Faixa B,AE,406342/2023-7,Mario Vasconcellos Sobrinho,CAPES,PA,NO,Recomendada,Aprovada,65000,25000,0,90000
Faixa B,AE,402510/2023-2,Gabriel Sperandio Milan,UNISINOS,RS,SU,Recomendada,Aprovada,40000,8000,0,48000
Faixa B,AE,403842/2023-9,Clarice Secches Kogut,PUC-Rio,RJ,SE,Recomendada,Aprovada,60000,1800,0,61800
Faixa B,AE,404187/2023-4,Marcela de Mello Brandao Vinholis,EMBRAPA*,DF,CO,Recomendada,Aprovada,40000,10000,0,50000
Faixa B,AE,421488/2023-9,Kavita Miadaira Hamza,FEAC/USP,SP,SE,Recomendada,Aprovada,50000,7000,0,57000
Faixa B,AE,405600/2023-2,Jefferson Andronio Ramundo Staduto,UNIOESTE,PR,SU,Recomendada,Aprovada,17000,8000,0,25000
Faixa B,AE,420839/2023-2,Jose Roberto Pereira,UFLA,MG,SE,Recomendada,Aprovada,20000,5000,52920,77920
Faixa B,AE,406551/2023-5,Daniel Arruda Coronel,UFSM,RS,SU,Recomendada,Aprovada,15000,10000,0,25000
Faixa B,AE,421047/2023-2,Claudimar Pereira da Veiga,FDC,MG,SE,Recomendada,Aprovada,50000,0,0,50000
Faixa B,AE,408855/2023-1,Ani Caroline Grigion Potrich,UFSC,SC,SU,Recomendada,Aprovada,40000,18000,0,58000
Faixa B,AE,404658/2023-7,Vera Ponte,UFC,CE,NE,Recomendada,Aprovada,25000,15000,0,40000
Faixa B,AE,421460/2023-7,Anielson Barbosa da Silva,UFPB,PB,NE,Recomendada,Aprovada,36000,8000,25200,69200
Faixa B,AE,406034/2023-0,Ana Cristina Fachinelli,UCS,RS,SU,Recomendada,Aprovada,60000,10000,8580,78580
Faixa B,AE,407057/2023-4,Sibele Vasconcelos de Oliveira,UFSM,RS,SU,Recomendada,Aprovada,20760,0,9240,30000
Faixa B,AE,406860/2023-8,Philipp Ehrl,FGV,RJ,SE,Recomendada,Aprovada,13984,0,8400,22384
Faixa B,AE,404499/2023-6,Roberto Tatiwa Ferreira,UFC,CE,NE,Recomendada,Aprovada,20000,25000,0,45000
Faixa B,AE,408206/2023-3,Sandro Eduardo Monsueto,UFG,GO,CO,Recomendada,Aprovada,28000,8700,8400,45100
Faixa A,AG,401700/2023-2,Eliemar Campostrini,UENF,RJ,SE,Recomendada,Aprovada,45000,54000,0,99000
Faixa A,AG,402323/2023-8,Rita de Cassia Felix Alvarez,UFMS,MS,CO,Recomendada,Aprovada,48830,20000,124800,193630
Faixa A,AG,420415/2023-8,Carlos Alberto Kenji Taniguchi,EMBRAPA,CE,NE,Recomendada,Aprovada,70000,12000,0,82000
Faixa A,AG,401680/2023-1,Fernando Shintate Galindo,UNESP,SP,SE,Recomendada,Aprovada,10000,125000,0,135000
Faixa A,AG,408101/2023-7,Elpidio Inacio Fernandes Filho,UFV,MG,SE,Recomendada,Aprovada,0,49500,0,49500
Faixa A,AG,420032/2023-1,Tiago Olivoto,UFSC,SC,SU,Recomendada,Aprovada,27900,4500,0,32400
Faixa A,AG,409989/2023-1,Ricardo Lopes,EMBRAPA,DF,CO,Recomendada,Aprovada,52560,0,13440,66000
Faixa A,AG,409621/2023-4,Moacir Tuzzin de Moraes,USP,SP,SE,Recomendada,Aprovada,119400,0,0,119400
Faixa A,AG,421623/2023-3,Taciara Zborowski Horst Heinen,UTFPR,PR,SU,Recomendada,Aprovada,34200,30000,0,64200
Faixa A,AG,403724/2023-6,Jaqueline de Paula Rezende,UFLA,MG,SE,Recomendada,Aprovada,120000,11800,0,131800
Faixa A,AG,407228/2023-3,Flavio Goncalves de Jesus,IF Goiano,GO,CO,Recomendada,Aprovada,33000,29000,0,62000
Faixa A,AG,408998/2023-7,Marcoandre Savaris,USP,SP,SE,Recomendada,Aprovada,19000,60000,0,79000
Faixa A,AG,420064/2023-0,Jose Bruno Malaquias,UFPB,PB,NE,Recomendada,Aprovada,105000,28500,6720,140220
Faixa A,AG,420209/2023-9,Jussara Borges Regitano,USP,SP,SE,Recomendada,Aprovada,99000,0,0,99000
Faixa A,AG,408711/2023-0,Joao Garibaldi Almeida Viana,UNIPAMPA,RS,SU,Recomendada,Aprovada,59500,23000,0,82500
Faixa A,AG,407154/2023-0,Djalma Eugenio Schmitt,UFSC,SC,SU,Recomendada,Aprovada,66600,7200,0,73800
Faixa A,AG,406725/2023-3,Ernane Ronie Martins,UFMG,MG,SE,Recomendada,Aprovada,49478,7800,18480,75758
Faixa A,AG,401699/2023-4,Andre Angelo Medeiros Gomes,UFRPE,PE,NE,Recomendada,Aprovada,40580,41380,0,81960
Faixa A,AG,408636/2023-8,Ygor Jacques Agra Bezerra da Silva,UFRPE,PE,NE,Recomendada,Aprovada,108000,31500,0,139500
Faixa A,AG,408635/2023-1,Reginaldo Teodoro de Souza,EMBRAPA,DF,CO,Recomendada,Aprovada,49800,15000,0,64800
Faixa A,AG,406037/2023-0,Francisco Sandro Rodrigues Holanda,UFS,SE,NE,Recomendada,Aprovada,15200,30000,0,45200
Faixa A,AG,407205/2023-3,Nivia da Silva Dias-Pini,EMBRAPA,CE,NE,Recomendada,Aprovada,54000,16000,0,70000
Faixa A,AG,408833/2023-8,Ana Carolina Campana Nascimento,UFV,MG,SE,Recomendada,Aprovada,29000,50000,0,79000
Faixa A,AG,420003/2023-1,Horllys Gomes Barreto,UFT,TO,NO,Recomendada,Aprovada,42000,18000,0,60000
Faixa A,AG,420761/2023-3,Camila Ferreira de Pinho,UFRRJ,RJ,SE,Recomendada,Aprovada,64700,67000,0,131700
Faixa A,AG,420357/2023-8,Caroline Marques Castro,EMBRAPA,DF,CO,Recomendada,Aprovada,40000,25000,0,65000
Faixa A,AG,407310/2023-1,Airon Jose da Silva,UFS,SE,NE,Recomendada,Aprovada,82323.7,22184.9,0,104508.6
Faixa A,AG,401785/2023-8,Eduardo Vinicius Vieira Varejao,UFV,MG,SE,Recomendada,Aprovada,36000,5000,0,41000
Faixa A,AG,408089/2023-7,Vanilde Ferreira de Souza-Esquerdo,UNICAMP,SP,SE,Recomendada,Aprovada,112900,37100,0,150000
Faixa A,AG,405245/2023-8,Guilherme Lafourcade Asmus,EMBRAPA,MS,CO,Recomendada,Aprovada,0,37812,0,37812
Faixa A,AG,421447/2023-0,Flavia Vischi Winck,USP,SP,SE,Recomendada,Aprovada,41100,0,0,41100
Faixa A,AG,406276/2023-4,Fabricio de Araujo Pedron,UFSM,RS,SU,Recomendada,Aprovada,20600,36000,0,56600
Faixa A,AG,402985/2023-0,Paulo Ademar Avelar Ferreira,UFSM,RS,SU,Recomendada,Aprovada,56000,43000,0,99000
Faixa A,AG,409156/2023-0,Fernando Haddad,EMBRAPA,DF,CO,Recomendada,Aprovada,49500,0,0,49500
Faixa A,AG,407803/2023-8,Gelton Geraldo Fernandes Guimaraes,EPAGRI,SC,SU,Recomendada,Aprovada,43000,6500,0,49500
Faixa A,AG,408081/2023-6,Eduardo Mariano,FAPESP,SP,SE,Recomendada,Aprovada,122024,24476,0,146500
Faixa A,AG,408241/2023-3,Marcelo da Costa Mendonca,UNIT,SE,NE,Recomendada,Aprovada,41100,0,0,41100
Faixa A,AG,404557/2023-6,Jurandi Goncalves de Oliveira,UENF,RJ,SE,Recomendada,Aprovada,89960,22529.1,0,112489.1
Faixa A,AG,404366/2023-6,Daiane Cristina Sass,UNESP,SP,SE,Recomendada,Aprovada,66000,0,0,66000
Faixa A,AG,403843/2023-5,Sandro Luis Schlindwein,UFSC,SC,SU,Recomendada,Aprovada,98740,10000,0,108740
Faixa A,AG,402710/2023-1,Tiago de Souza Marcal,UFLA,MG,SE,Recomendada,Aprovada,105080,34420,0,139500
Faixa A,AG,409023/2023-0,Julio Carlos Pereira da Silva,UFSM,RS,SU,Recomendada,Aprovada,47500,35000,0,82500
Faixa A,AG,409827/2023-1,Luiz Claudio Costa Silva,UEFS,BA,NE,Recomendada,Aprovada,58060,40910,0,98970
Faixa A,AG,404481/2023-0,Andre Ricardo Zeist,UFSC,SC,SU,Recomendada,Aprovada,45700,20000,0,65700
Faixa A,AG,405279/2023-0,Maira Ignacio Sarmento,UFT,TO,NO,Recomendada,Aprovada,24120,12000,0,36120
Faixa A,AG,421120/2023-1,Valmir Antonio Costa,IB,SP,SE,Recomendada,Aprovada,0,95000,0,95000
Faixa A,AG,402281/2023-3,Gabriel da Silva Medina,UnB,DF,CO,Recomendada,Aprovada,21985,5000,93600,120585
Faixa A,AG,404155/2023-5,Barbara Pereira Christofaro Silva,UNESP,SP,SE,Recomendada,Aprovada,46000,5000,0,51000
Faixa A,AG,421341/2023-8,Gustavo Caione,UNEMAT,MT,CO,Recomendada,Aprovada,15600,58000,0,73600
Faixa A,AG,406812/2023-3,Felipe Vaz Andrade,UFES,ES,SE,Recomendada,Aprovada,44600,35000,0,79600
Faixa A,AG,420711/2023-6,Wardsson Lustrino Borges,EMBRAPA,CE,NE,Recomendada,Aprovada,109200,18000,0,127200
Faixa A,AG,402608/2023-2,Vitor Batista Pinto,UENF,RJ,SE,Recomendada,Aprovada,72630,38480,0,111110
Faixa A,AG,409299/2023-5,Gilberto Nava,EMBRAPA,RS,SU,Recomendada,Aprovada,82200,0,0,82200
Faixa A,AG,405484/2023-2,Gustavo Andre de Araujo Santos,UFMA,MA,NE,Recomendada,Aprovada,16908,147327,0,164235
Faixa A,AG,404755/2023-2,Anita Maria da Rocha Fernandes,UNIVALI,SC,SU,Recomendada,Aprovada,6999.37,14500,17160,38659.37
Faixa B,AG,408598/2023-9,Eugenio Eduardo de Oliveira,UFV,MG,SE,Recomendada,Aprovada,108500,60825,18480,187805
Faixa B,AG,421052/2023-6,Fabiano Guimaraes Silva,IF Goiano,GO,CO,Recomendada,Aprovada,174090,0,101880,275970
Faixa B,AG,402050/2023-1,Lucas William Mendes,USP,SP,SE,Recomendada,Aprovada,122100,0,0,122100
Faixa B,AG,402255/2023-2,Abelmon da Silva Gesteira,CNPMF/EMBRAPA,BA,NE,Recomendada,Aprovada,110800,9000,25200,145000
Faixa B,AG,403942/2023-3,Moacir Pasqual,UFLA,MG,SE,Recomendada,Aprovada,104800,0,168480,273280
Faixa B,AG,403397/2023-5,Emerson Medeiros Del Ponte,UFV,MG,SE,Recomendada,Aprovada,93000,25000,16800,134800
Faixa B,AG,401787/2023-0,Pablo Vidal Torrado,ESALQ,SP,SE,Recomendada,Aprovada,196000,31000,20160,247160
Faixa B,AG,407536/2023-0,Alberto Vasconcellos Inda Junior,UFRGS,RS,SU,Recomendada,Aprovada,141412.6,30022.96,20160,191595.56
Faixa B,AG,405888/2023-6,Ricardo Siqueira da Silva,UFVJM,MG,SE,Recomendada,Aprovada,57000,43760,9240,110000
Faixa B,AG,409801/2023-2,Marco Antonio Nogueira,EMBRAPA,PR,SU,Recomendada,Aprovada,93000,0,93600,186600
Faixa B,AG,401753/2023-9,Marcelo Eiras,IB,SP,SE,Recomendada,Aprovada,113000,40000,25200,178200
Faixa B,AG,420188/2023-1,Valter Carvalho de Andrade Junior,UFLA,MG,SE,Recomendada,Aprovada,163700,8200,0,171900
Faixa B,AG,402359/2023-2,Onildo Nunes de Jesus,EMBRAPA,DF,CO,Recomendada,Aprovada,95000,42500,0,137500
Faixa B,AG,401561/2023-2,Renato de Mello Prado,UNESP,SP,SE,Recomendada,Aprovada,26000,172000,0,198000
Faixa B,AG,403040/2023-0,Rafael Pio,UFLA,MG,SE,Recomendada,Aprovada,135700,40000,16800,192500
Faixa B,AG,404308/2023-6,Giovani Leone Zabot,UFSM,RS,SU,Recomendada,Aprovada,159000,97760,0,256760
Faixa B,AG,409594/2023-7,Rogerio Peres Soratto,UNESP,SP,SE,Recomendada,Aprovada,80560,77448.2,33600,191608.2
Faixa B,AG,405529/2023-6,Antonio Costa de Oliveira,UFPEL,RS,SU,Recomendada,Aprovada,129600,40000,50400,220000
Faixa B,AG,405963/2023-8,Rubens Onofre Nodari,UFSC,SC,SU,Recomendada,Aprovada,221420,13400,0,234820
Faixa B,AG,401988/2023-6,Maria Goreti de Almeida Oliveira,UFV,MG,SE,Recomendada,Aprovada,134560,72000,13440,220000
Faixa B,AG,403564/2023-9,Olinto Liparini Pereira,UFV,MG,SE,Recomendada,Aprovada,148085,78900,0,226985
Faixa B,AG,405878/2023-0,Marcio de Carvalho Moretzsohn,EMBRAPA,DF,CO,Recomendada,Aprovada,149600,38000,25200,212800
Faixa B,AG,407818/2023-5,Claudio Brondani,EMBRAPA,GO,CO,Recomendada,Aprovada,180000,0,0,180000
Faixa B,AG,409456/2023-3,Eduardo Augusto Girardi,EMBRAPA,DF,CO,Recomendada,Aprovada,95000,40000,0,135000
Faixa B,AG,402841/2023-9,Yuri Jacques Agra Bezerra da Silva,UFPI,PI,NE,Recomendada,Aprovada,138000,137000,0,275000
Faixa B,AG,407108/2023-8,Gilvan Ferreira da Silva,EMBRAPA,DF,CO,Recomendada,Aprovada,159000,30000,0,189000
Faixa B,AG,420095/2023-3,Fabio Lopes Olivares,UENF,RJ,SE,Recomendada,Aprovada,270400,0,0,270400
Faixa B,AG,407152/2023-7,Marcos Botton,EMBRAPA CNPUV,RS,SU,Recomendada,Aprovada,89200,15000,0,104200
Faixa B,AG,409168/2023-8,Paulo Ivan Fernandes Junior,EMBRAPA,DF,CO,Recomendada,Aprovada,205327.16,40000,25200,270527.16
Faixa B,AG,405307/2023-3,Maria Carolina Blassioli Moraes,EMBRAPA,DF,CO,Recomendada,Aprovada,53000,25000,62400,140400
Faixa B,AG,421549/2023-8,Vania Maria Maciel Melo,SBM,CE,NE,Recomendada,Aprovada,182600,40000,17160,239760
Faixa B,AG,402654/2023-4,Rodrigo Mendes,EMBRAPA,SP,SE,Recomendada,Aprovada,143866.66,85804,0,229670.66
Faixa B,AG,408480/2023-8,Janay Almeida dos Santos Serejo,EMBRAPA,DF,CO,Recomendada,Aprovada,67480,24000,156000,247480
Faixa B,AG,404515/2023-1,Eveline Teixeira Caixeta,EMBRAPA,DF,CO,Recomendada,Aprovada,114300,27500,87600,229400
Faixa B,AG,404961/2023-1,Fabio Gelape Faleiro,EMBRAPA,DF,CO,Recomendada,Aprovada,175000,0,0,175000
Faixa B,AG,420525/2023-8,Rafael de Souza Miranda,UFPI,PI,NE,Recomendada,Aprovada,111000,44000,33600,188600
Faixa B,AG,403585/2023-6,Pedro Luiz Scheeren,EMBRAPA,RS,SU,Recomendada,Aprovada,105640,24780,75600,206020
Faixa B,AG,406472/2023-8,Edna Ursulino Alves,UFPB,PB,NE,Recomendada,Aprovada,143536.37,51440,0,194976.37
Faixa B,AG,406751/2023-4,Fernando Higino de Lima e Silva,IF Goiano,GO,CO,Recomendada,Aprovada,123470,95000,0,218470
Faixa B,AG,409576/2023-9,Daniel Valadao Silva,UFERSA,RN,NE,Recomendada,Aprovada,66000,110000,61320,237320
Faixa B,AG,403457/2023-8,Leandro Galon,UNOESC,SC,SU,Recomendada,Aprovada,100560,109000,25200,234760
Faixa B,AG,405556/2023-3,Marcelo Metri Correa,UFAPE,PE,NE,Recomendada,Aprovada,122900,13500,25200,161600
Faixa B,AG,406447/2023-3,Paulo Emilio Lovato,UFSC,SC,SU,Recomendada,Aprovada,206680,28800,25200,260680
Faixa B,AG,404500/2023-4,Aldo Merotto Junior,UFRGS,RS,SU,Recomendada,Aprovada,165000,55000,0,220000
Faixa B,AG,404824/2023-4,Thannya Nascimento Soares,UFG,GO,CO,Recomendada,Aprovada,108500,31300,71640,211440
Faixa B,AG,407012/2023-0,Fernanda Vidigal Duarte Souza,EMBRAPA,DF,CO,Recomendada,Aprovada,56000,10600,157200,223800
Faixa B,AG,408159/2023-5,Francisco Murilo Zerbini Junior,UFV,MG,SE,Recomendada,Aprovada,160000,30000,0,190000
Faixa B,AG,408315/2023-7,Oliveiro Guerreiro Filho,IAC,SP,SE,Recomendada,Aprovada,178000,0,0,178000
Faixa A,AL,405442/2023-8,Fabiane Oliveira Farias,UFPR,PR,SU,Recomendada,Aprovada,0,66000,0,66000
Faixa A,AL,407094/2023-7,Jaqueline de Araujo Bezerra,IFAM,AM,NO,Recomendada,Aprovada,27550,71450,0,99000
Faixa A,AL,402338/2023-5,Silvani Verruck,UFSC,SC,SU,Recomendada,Aprovada,73192,18608,62400,154200
Faixa A,AL,404597/2023-8,Anderson Junger Teodoro,UFF,RJ,SE,Recomendada,Aprovada,50000,20000,27720,97720
Faixa A,AL,406690/2023-5,Kirley Marques Canuto,CNPAT,CE,NE,Recomendada,Aprovada,56000,10000,0,66000
Faixa A,AL,404293/2023-9,Ana Paula Dionisio,EMBRAPA,DF,CO,Recomendada,Aprovada,0,0,31200,31200
Faixa A,AL,403522/2023-4,Isabela Maia Toaldo Fedrigo,UFSC,SC,SU,Recomendada,Aprovada,31000,101000,0,132000
Faixa A,AL,403877/2023-7,Valeria Aparecida Vieira Queiroz,EMBRAPA,DF,CO,Recomendada,Aprovada,84000,35000,0,119000
Faixa A,AL,408779/2023-3,Lizzy Ayra Alcantara Verissimo,UFLA,MG,SE,Recomendada,Aprovada,22000,68000,0,90000
Faixa A,AL,403613/2023-0,Fabricio Luiz Tulini,UFOB,BA,NE,Recomendada,Aprovada,42000,90000,0,132000
Faixa A,AL,409532/2023-1,Klicia Araujo Sampaio,UNICAMP,SP,SE,Recomendada,Aprovada,39800,9700,0,49500
Faixa A,AL,403900/2023-9,Renata Galhardo Borguini,EMBRAPA,RJ,SE,Recomendada,Aprovada,33500,32500,0,66000
Faixa A,AL,406961/2023-9,Roberta Cruz Silveira Thys,UFRGS,RS,SU,Recomendada,Aprovada,18000,31500,0,49500
Faixa A,AL,403665/2023-0,Eliseu Rodrigues,UFRGS,RS,SU,Recomendada,Aprovada,51678,14321.24,0,65999.24
Faixa A,AL,406799/2023-7,Alessandro Nogueira,UEPG,PR,SU,Recomendada,Aprovada,35000,130000,0,165000
Faixa A,AL,405751/2023-0,Djenaine de Souza,UFU,MG,SE,Recomendada,Aprovada,77500,5000,0,82500
Faixa A,AL,402743/2023-7,Roselayne Ferro Furtado,EMBRAPA,DF,CO,Recomendada,Aprovada,37000,3500,0,40500
Faixa A,AL,405642/2023-7,Simone Mazzutti,UFS,SE,NE,Recomendada,Aprovada,0,29340,20160,49500
Faixa A,AL,406655/2023-5,Maria Aparecida Liberato Milhome,IFCE,CE,NE,Recomendada,Aprovada,20000,15000,0,35000
Faixa A,AL,402862/2023-6,Renius de Oliveira Mello,UFSM,RS,SU,Recomendada,Aprovada,60000,28000,0,88000
Faixa A,AL,405707/2023-1,Alini Tinoco Fricks,UFBA,BA,NE,Recomendada,Aprovada,42000,63000,0,105000
Faixa A,AL,401884/2023-6,Patricia Moreira Azoubel,UFPE,PE,NE,Recomendada,Aprovada,16000,50000,0,66000
Faixa A,AL,405778/2023-6,Rafaella Regina Alves Peixoto,UFF,RJ,SE,Recomendada,Aprovada,98000,32500,9240,139740
Faixa A,AL,406274/2023-1,Jorge Herman Behrens,UNICAMP,SP,SE,Recomendada,Aprovada,29300,12600,0,41900
Faixa A,AL,405481/2023-3,Andresa Carla Feihrmann,UEM,PR,SU,Recomendada,Aprovada,56000,10000,0,66000
Faixa A,AL,403118/2023-9,Vivaldo Silveira Junior,CAPES,SP,SE,Recomendada,Aprovada,32500,50000,0,82500
Faixa A,AL,403674/2023-9,Nedio Jair Wurlitzer,EMBRAPA,DF,CO,Recomendada,Aprovada,59300,10000,0,69300
Faixa A,AL,405560/2023-0,Amanda Marilia da Silva Sant Ana,UFPB,PB,NE,Recomendada,Aprovada,45250,43799.9,0,89049.9
Faixa A,AL,407444/2023-8,Marcela Boroski,UNILA,PR,SU,Recomendada,Aprovada,60000,0,0,60000
Faixa A,AL,409737/2023-2,Emanuele Catarina da Silva Oliveira,IFES,ES,SE,Recomendada,Aprovada,44400,53400,0,97800
Faixa A,AL,420526/2023-4,Ana Carolina de Aguiar,UFSCAR,SP,SE,Recomendada,Aprovada,50000,76379.05,0,126379.05
Faixa A,AL,403538/2023-8,Selene Daiha Benevides,CNPAT,CE,NE,Recomendada,Aprovada,29500,3000,0,32500
Faixa A,AL,408049/2023-5,Bruno Nicolau Paulino,UFBA,BA,NE,Recomendada,Aprovada,41700,50000,0,91700
Faixa A,AL,408831/2023-5,Rodolfo de Moraes Peixoto,IF-Sertão PE,PE,NE,Recomendada,Aprovada,16000,50000,0,66000
Faixa A,AL,421595/2023-0,Olga Luisa Tavano,UNIFAL/MG,MG,SE,Recomendada,Aprovada,35000,10000,0,45000
Faixa B,AL,404506/2023-2,Marciane Magnani,IFPB,PB,NE,Recomendada,Aprovada,70000,150000,0,220000
Faixa B,AL,404753/2023-0,Rosiane Lopes da Cunha,UNICAMP,SP,SE,Recomendada,Aprovada,138827.98,108570.2,0,247398.18
Faixa B,AL,407344/2023-3,Paulo Cezar Bastianello Campagnol,UFSM,RS,SU,Recomendada,Aprovada,103300,116700,0,220000
Faixa B,AL,421756/2023-3,Jorge Alberto Vieira Costa,FURG,RS,SU,Recomendada,Aprovada,200000,30000,0,230000
Faixa B,AL,404709/2023-0,Marta Suely Madruga,UFPB,PB,NE,Recomendada,Aprovada,150000,0,23100,173100
Faixa B,AL,405808/2023-2,Elessandra da Rosa Zavareze,UFPEL,RS,SU,Recomendada,Aprovada,90000,150000,8400,248400
Faixa B,AL,420102/2023-0,Luiz Antonio de Almeida Pinto,FURG,RS,SU,Recomendada,Aprovada,100000,105000,0,205000
Faixa B,AL,403549/2023-0,Nathalia Cristina Cirone Silva,UNICAMP,SP,SE,Recomendada,Aprovada,110000,35000,16800,161800
Faixa B,AL,405165/2023-4,Adriano Brandelli,UFRGS,RS,SU,Recomendada,Aprovada,89000,35000,124800,248800
Faixa B,AL,420255/2023-0,Marise Aparecida Rodrigues Pollonio,UNICAMP,SP,SE,Recomendada,Aprovada,80000,114000,16800,210800
Faixa B,AL,409312/2023-1,Renata Cristina Ferreira Bonomo,UESB,BA,NE,Recomendada,Aprovada,91200,0,0,91200
Faixa B,AL,407622/2023-3,Samantha Cristina de Pinho,FZEA,SP,SE,Recomendada,Aprovada,106120,38000,62400,206520
Faixa B,AL,407197/2023-0,Ana Paula Badan Ribeiro,UNICAMP,SP,SE,Recomendada,Aprovada,77200,16000,16800,110000
Faixa B,AL,403151/2023-6,Rafael Costa Rodrigues,UFRGS,RS,SU,Recomendada,Aprovada,64000,100000,3900,167900
Faixa B,AL,407350/2023-3,Mariana Simoes Larraz Ferreira,UNIRIO,RJ,SE,Recomendada,Aprovada,85000,40000,143280,268280
Faixa A,AQ,420269/2023-1,Cesar Serra Bonifacio Costa,FURG,RS,SU,Recomendada,Aprovada,44000,0,0,44000
Faixa A,AQ,404382/2023-1,Adolfo Jatoba Medeiros Bezerra,IF-Catarinense,SC,SU,Recomendada,Aprovada,45020,30000,18480,93500
Faixa A,AQ,407952/2023-3,Cristiana Ramalho Maciel,UFPA,PA,NO,Recomendada,Aprovada,51000,48500,0,99500
Faixa A,AQ,406535/2023-0,Luiz Vitor Oliveira Vidal,UFBA,BA,NE,Recomendada,Aprovada,39500,37500,0,77000
Faixa A,AQ,420264/2023-0,Marcelo Mattos Pedreira,UFVJM,MG,SE,Recomendada,Aprovada,36078,13700,0,49778
Faixa A,AQ,405176/2023-6,Flavia Lucena Zacchi,UFSC,SC,SU,Recomendada,Aprovada,62500,15000,62400,139900
Faixa A,AQ,409516/2023-6,Maria Angelica de Almeida Correa,UFAM,AM,NO,Recomendada,Aprovada,67100,0,34320,101420
Faixa A,AQ,421128/2023-2,Petronio Alves Coelho Filho,UFAL,AL,NE,Recomendada,Aprovada,26800,33210,0,60010
Faixa A,AQ,403017/2023-8,Rodrigo Maggioni,UFC,CE,NE,Recomendada,Aprovada,49500,0,0,49500
Faixa A,AQ,402039/2023-8,Marcelo Vinicius do Carmo e Sa,UFC,CE,NE,Recomendada,Aprovada,5000,13091,0,18091
Faixa A,AQ,405513/2023-2,Suzianny Maria Bezerra Cabral da Silva,UFRPE,PE,NE,Recomendada,Aprovada,58500,17500,0,76000
Faixa A,AQ,404831/2023-0,Alexandre Cunha Ribeiro,UFMT,MT,CO,Recomendada,Aprovada,90000,25500,0,115500
Faixa A,AQ,408890/2023-1,Elenice Souza dos Reis Goes,UFGD,MS,CO,Recomendada,Aprovada,31920,34000,0,65920
Faixa A,AQ,409579/2023-8,Icaro Gomes Antonio,EMBRAPA,MA,NE,Recomendada,Aprovada,30907.3,35092.7,0,66000
Faixa A,AQ,420208/2023-2,Sandro de Vargas Schons,UNIR,RO,NO,Recomendada,Aprovada,31921.4,27358.6,6720,66000
Faixa A,AQ,407141/2023-5,Eduardo Sousa Varela,EMBRAPA,TO,NO,Recomendada,Aprovada,75500,40000,0,115500
Faixa B,AQ,408310/2023-5,Luciano Neves dos Santos,UNIRIO,RJ,SE,Recomendada,Aprovada,221050,40000,9240,270290
Faixa B,AQ,405465/2023-8,Elizete Rizzo Bazzoli,UFMG,MG,SE,Recomendada,Aprovada,85254.5,23900,18480,127634.5
Faixa B,AQ,403048/2023-0,Leonardo Jose Gil Barcellos,UPF,RS,SU,Recomendada,Aprovada,132986.95,26934,0,159920.95
Faixa B,AQ,403469/2023-6,Felipe do Nascimento Vieira,UFSC,SC,SU,Recomendada,Aprovada,210450,60000,0,270450
Faixa B,AQ,402840/2023-2,Gisele Cristina Favero,UFMG,MG,SE,Recomendada,Aprovada,67140,67500,0,134640
Faixa B,AQ,421142/2023-5,Rosangela Paula Teixeira Lessa,UFPE,PE,NE,Recomendada,Aprovada,78180,5470,94800,178450
Faixa A,BF,407999/2023-0,Sergio Luis Schmidt,ABN,RJ,SE,Recomendada,Aprovada,100000,0,13440,113440
Faixa A,BF,405545/2023-1,Joice Maria da Cunha,UFPR,PR,SU,Recomendada,Aprovada,49500,0,0,49500
Faixa A,BF,408915/2023-4,Markus Berger Oliveira,HCPA,RS,SU,Recomendada,Aprovada,40000,0,0,40000
Faixa A,BF,407282/2023-8,Tayana Mazin Tsubone,UFU,MG,SE,Recomendada,Aprovada,29000,70000,0,99000
Faixa A,BF,404695/2023-0,Gabriel Adan Araujo Leite,UFSC,SC,SU,Recomendada,Aprovada,64700,18500,0,83200
Faixa A,BF,404752/2023-3,Liliany Souza de Brito Amaral,UFBA,BA,NE,Recomendada,Aprovada,60000,10000,0,70000
